HomeTeam	AwayTeam	FTH Goals	FTA Goals	FT Result
Leeds	West Ham	2	2	D
Southampton	Nott'm Forest	0	1	A
Aston Villa	Wolves	1	1	D
Man United	Bournemouth	3	0	H
Arsenal	Newcastle	0	0	D
Everton	Brighton	1	4	A
Leicester	Fulham	0	1	A
Brentford	Liverpool	3	1	H
Tottenham	Aston Villa	0	2	A
Nott'm Forest	Chelsea	1	1	D
Brighton	Arsenal	2	4	A
Bournemouth	Crystal Palace	0	2	A
Man City	Everton	1	1	D
Fulham	Southampton	2	1	H
Newcastle	Leeds	0	0	D
Wolves	Man United	0	1	A
Liverpool	Leicester	2	1	H
West Ham	Brentford	0	2	A
Leeds	Man City	1	3	A
Man United	Nott'm Forest	3	0	H
Chelsea	Bournemouth	2	0	H
Leicester	Newcastle	0	3	A
Aston Villa	Liverpool	1	3	A
Southampton	Brighton	1	3	A
Brentford	Tottenham	2	2	D
Arsenal	West Ham	3	1	H
Everton	Wolves	1	2	A
Crystal Palace	Fulham	0	3	A
Brighton	Aston Villa	1	2	A
Fulham	Man United	1	2	A
Man City	Brentford	1	2	A
Wolves	Arsenal	0	2	A
Bournemouth	Everton	3	0	H
West Ham	Leicester	0	2	A
Tottenham	Leeds	4	3	H
Newcastle	Chelsea	1	0	H
Nott'm Forest	Crystal Palace	1	0	H
Liverpool	Southampton	3	1	H
Southampton	Newcastle	1	4	A
Aston Villa	Man United	3	1	H
West Ham	Crystal Palace	1	2	A
Chelsea	Arsenal	0	1	A
Tottenham	Liverpool	1	2	A
Everton	Leicester	0	2	A
Man City	Fulham	2	1	H
Wolves	Brighton	2	3	A
Leeds	Bournemouth	4	3	H
Nott'm Forest	Brentford	2	2	D
Arsenal	Nott'm Forest	5	0	H
Man United	West Ham	1	0	H
Fulham	Everton	0	0	D
Crystal Palace	Southampton	1	0	H
Liverpool	Leeds	1	2	A
Bournemouth	Tottenham	2	3	A
Leicester	Man City	0	1	A
Newcastle	Aston Villa	4	0	H
Brighton	Chelsea	4	1	H
Brentford	Wolves	1	1	D
West Ham	Bournemouth	2	0	H
Tottenham	Newcastle	1	2	A
Wolves	Leicester	0	4	A
Leeds	Fulham	2	3	A
Southampton	Arsenal	1	1	D
Aston Villa	Brentford	4	0	H
Man City	Brighton	3	1	H
Everton	Crystal Palace	3	0	H
Nott'm Forest	Liverpool	1	0	H
Chelsea	Man United	1	1	D
Fulham	Aston Villa	3	0	H
Leicester	Leeds	2	0	H
Newcastle	Everton	1	0	H
Bournemouth	Southampton	0	1	A
Liverpool	West Ham	1	0	H
Man United	Tottenham	2	0	H
Brentford	Chelsea	0	0	D
Brighton	Nott'm Forest	0	0	D
Crystal Palace	Wolves	2	1	H
Aston Villa	Chelsea	0	2	A
Southampton	West Ham	1	1	D
Man United	Newcastle	0	0	D
Leeds	Arsenal	0	1	A
Liverpool	Man City	1	0	H
Leicester	Crystal Palace	0	0	D
Tottenham	Everton	2	0	H
Wolves	Nott'm Forest	1	0	H
Fulham	Bournemouth	2	2	D
Brentford	Brighton	2	0	H
Nott'm Forest	Aston Villa	1	1	D
West Ham	Fulham	3	1	H
Arsenal	Liverpool	3	2	H
Everton	Man United	1	2	A
Crystal Palace	Leeds	2	1	H
Man City	Southampton	4	0	H
Brighton	Tottenham	0	1	A
Chelsea	Wolves	3	0	H
Newcastle	Brentford	5	1	H
Bournemouth	Leicester	2	1	H
Leicester	Nott'm Forest	4	0	H
Leeds	Aston Villa	0	0	D
Man City	Man United	6	3	H
Bournemouth	Brentford	0	0	D
Southampton	Everton	1	2	A
Liverpool	Brighton	3	3	D
Crystal Palace	Chelsea	1	2	A
West Ham	Wolves	2	0	H
Fulham	Newcastle	1	4	A
Arsenal	Tottenham	3	1	H
Everton	West Ham	1	0	H
Brentford	Arsenal	0	3	A
Newcastle	Bournemouth	1	1	D
Wolves	Man City	0	3	A
Tottenham	Leicester	6	2	H
Aston Villa	Southampton	1	0	H
Nott'm Forest	Fulham	2	3	A
Brighton	Leicester	5	2	H
Man United	Arsenal	3	1	H
Nott'm Forest	Bournemouth	2	3	A
Chelsea	West Ham	2	1	H
Tottenham	Fulham	2	1	H
Everton	Liverpool	0	0	D
Brentford	Leeds	5	2	H
Newcastle	Crystal Palace	0	0	D
Wolves	Southampton	1	0	H
Aston Villa	Man City	1	1	D
Leicester	Man United	0	1	A
Liverpool	Newcastle	2	1	H
Bournemouth	Wolves	0	0	D
Man City	Nott'm Forest	6	0	H
Arsenal	Aston Villa	2	1	H
West Ham	Tottenham	1	1	D
Crystal Palace	Brentford	1	1	D
Leeds	Everton	1	1	D
Southampton	Chelsea	2	1	H
Fulham	Brighton	2	1	H
Wolves	Newcastle	1	1	D
Aston Villa	West Ham	0	1	A
Nott'm Forest	Tottenham	0	2	A
Brighton	Leeds	1	0	H
Liverpool	Bournemouth	9	0	H
Southampton	Man United	0	1	A
Chelsea	Leicester	2	1	H
Brentford	Everton	1	1	D
Man City	Crystal Palace	4	2	H
Arsenal	Fulham	2	1	H
Man United	Liverpool	2	1	H
Newcastle	Man City	3	3	D
Leeds	Chelsea	3	0	H
West Ham	Brighton	0	2	A
Leicester	Southampton	1	2	A
Bournemouth	Arsenal	0	3	A
Tottenham	Wolves	1	0	H
Fulham	Brentford	3	2	H
Crystal Palace	Aston Villa	3	1	H
Everton	Nott'm Forest	1	1	D
Liverpool	Crystal Palace	1	1	D
Nott'm Forest	West Ham	1	0	H
Chelsea	Tottenham	2	2	D
Man City	Bournemouth	4	0	H
Arsenal	Leicester	4	2	H
Wolves	Fulham	0	0	D
Brentford	Man United	4	0	H
Aston Villa	Everton	2	1	H
Brighton	Newcastle	0	0	D
Southampton	Leeds	2	2	D
Leicester	Brentford	2	2	D
Man United	Brighton	1	2	A
West Ham	Man City	0	2	A
Newcastle	Nott'm Forest	2	0	H
Bournemouth	Aston Villa	2	0	H
Fulham	Liverpool	2	2	D
Tottenham	Southampton	4	1	H
Leeds	Wolves	2	1	H
Everton	Chelsea	0	1	A
Crystal Palace	Arsenal	0	2	A
Brighton	West Ham	3	1	H
Arsenal	Everton	5	1	H
Liverpool	Wolves	3	1	H
Crystal Palace	Man United	1	0	H
Norwich	Tottenham	0	5	A
Chelsea	Watford	2	1	H
Leicester	Southampton	4	1	H
Burnley	Newcastle	1	2	A
Man City	Aston Villa	3	2	H
Brentford	Leeds	1	2	A
Everton	Crystal Palace	3	2	H
Aston Villa	Burnley	1	1	D
Chelsea	Leicester	1	1	D
Southampton	Liverpool	1	2	A
Newcastle	Arsenal	2	0	H
Aston Villa	Crystal Palace	1	1	D
Wolves	Norwich	1	1	D
Watford	Leicester	1	5	A
Leeds	Brighton	1	1	D
Everton	Brentford	2	3	A
West Ham	Man City	2	2	D
Tottenham	Burnley	1	0	H
Tottenham	Arsenal	3	0	H
Wolves	Man City	1	5	A
Leicester	Norwich	3	0	H
Watford	Everton	0	0	D
Leeds	Chelsea	0	3	A
Aston Villa	Liverpool	1	2	A
Arsenal	Leeds	2	1	H
Norwich	West Ham	0	4	A
Man City	Newcastle	5	0	H
Leicester	Everton	1	2	A
Brighton	Man United	4	0	H
Chelsea	Wolves	2	2	D
Burnley	Aston Villa	1	3	A
Crystal Palace	Watford	1	0	H
Liverpool	Tottenham	1	1	D
Brentford	Southampton	3	0	H
Man United	Brentford	3	0	H
West Ham	Arsenal	1	2	A
Everton	Chelsea	1	0	H
Tottenham	Leicester	3	1	H
Leeds	Man City	0	4	A
Watford	Burnley	1	2	A
Newcastle	Liverpool	0	1	A
Aston Villa	Norwich	2	0	H
Southampton	Crystal Palace	1	2	A
Wolves	Brighton	0	3	A
Man United	Chelsea	1	1	D
Crystal Palace	Leeds	0	0	D
Chelsea	West Ham	1	0	H
Liverpool	Everton	2	0	H
Burnley	Wolves	1	0	H
Brighton	Southampton	2	2	D
Arsenal	Man United	3	1	H
Leicester	Aston Villa	0	0	D
Brentford	Tottenham	0	0	D
Norwich	Newcastle	0	3	A
Man City	Watford	5	1	H
Burnley	Southampton	2	0	H
Everton	Leicester	1	1	D
Chelsea	Arsenal	2	4	A
Newcastle	Crystal Palace	1	0	H
Man City	Brighton	3	0	H
Liverpool	Man United	4	0	H
Newcastle	Leicester	2	1	H
West Ham	Burnley	1	1	D
Man United	Norwich	3	2	H
Watford	Brentford	1	2	A
Southampton	Arsenal	1	0	H
Tottenham	Brighton	0	1	A
Norwich	Burnley	2	0	H
Brentford	West Ham	2	0	H
Leicester	Crystal Palace	2	1	H
Man City	Liverpool	2	2	D
Arsenal	Brighton	1	2	A
Watford	Leeds	0	3	A
Southampton	Chelsea	0	6	A
Everton	Man United	1	0	H
Aston Villa	Tottenham	0	4	A
Newcastle	Wolves	1	0	H
Burnley	Everton	3	2	H
Crystal Palace	Arsenal	3	0	H
West Ham	Everton	2	1	H
Tottenham	Newcastle	5	1	H
Wolves	Aston Villa	2	1	H
Burnley	Man City	0	2	A
Chelsea	Brentford	1	4	A
Leeds	Southampton	1	1	D
Brighton	Norwich	0	0	D
Man United	Leicester	1	1	D
Liverpool	Watford	2	0	H
Leicester	Brentford	2	1	H
Tottenham	West Ham	3	1	H
Aston Villa	Arsenal	0	1	A
Wolves	Leeds	2	3	A
Everton	Newcastle	1	0	H
Brighton	Tottenham	0	2	A
Arsenal	Liverpool	0	2	A
Crystal Palace	Man City	0	0	D
Leeds	Norwich	2	1	H
Chelsea	Newcastle	1	0	H
Southampton	Watford	1	2	A
West Ham	Aston Villa	2	1	H
Everton	Wolves	0	1	A
Arsenal	Leicester	2	0	H
Brentford	Burnley	2	0	H
Brighton	Liverpool	0	2	A
Man United	Tottenham	3	2	H
Leeds	Aston Villa	0	3	A
Norwich	Chelsea	1	3	A
Wolves	Watford	4	0	H
Southampton	Newcastle	1	2	A
Tottenham	Everton	5	0	H
Man City	Man United	4	1	H
Watford	Arsenal	2	3	A
Leicester	Leeds	1	0	H
Norwich	Brentford	1	3	A
Wolves	Crystal Palace	0	2	A
Aston Villa	Southampton	4	0	H
Newcastle	Brighton	2	1	H
Burnley	Chelsea	0	4	A
Liverpool	West Ham	1	0	H
Burnley	Leicester	0	2	A
West Ham	Wolves	1	0	H
Crystal Palace	Burnley	1	1	D
Man United	Watford	0	0	D
Everton	Man City	0	1	A
Brighton	Aston Villa	0	2	A
Leeds	Tottenham	0	4	A
Brentford	Newcastle	0	2	A
Southampton	Norwich	2	0	H
Arsenal	Wolves	2	1	H
Watford	Crystal Palace	1	4	A
Burnley	Tottenham	1	0	H
Liverpool	Leeds	6	0	H
Wolves	Leicester	2	1	H
Leeds	Man United	2	4	A
Crystal Palace	Chelsea	0	1	A
Liverpool	Norwich	3	1	H
Man City	Tottenham	2	3	A
West Ham	Newcastle	1	1	D
Southampton	Everton	2	0	H
Brighton	Burnley	0	3	A
Arsenal	Brentford	2	1	H
Aston Villa	Watford	0	1	A
Man United	Brighton	2	0	H
Leicester	West Ham	2	2	D
Tottenham	Wolves	0	2	A
Newcastle	Aston Villa	1	0	H
Burnley	Liverpool	0	1	A
Watford	Brighton	0	2	A
Norwich	Man City	0	4	A
Everton	Leeds	3	0	H
Brentford	Crystal Palace	0	0	D
Man United	Southampton	1	1	D
Wolves	Arsenal	0	1	A
Liverpool	Leicester	2	0	H
Aston Villa	Leeds	3	3	D
Norwich	Crystal Palace	1	1	D
Man City	Brentford	2	0	H
Tottenham	Southampton	2	3	A
Newcastle	Everton	3	1	H
Burnley	Man United	1	1	D
West Ham	Watford	1	0	H
Burnley	Watford	0	0	D
Leicester	Brighton	1	1	D
Crystal Palace	Liverpool	1	3	A
Chelsea	Tottenham	2	0	H
Arsenal	Burnley	0	0	D
Southampton	Man City	1	1	D
Leeds	Newcastle	0	1	A
Brentford	Wolves	1	2	A
Everton	Aston Villa	0	1	A
Man United	West Ham	1	0	H
Watford	Norwich	0	3	A
Brentford	Man United	1	3	A
Leicester	Tottenham	2	3	A
Brighton	Chelsea	1	1	D
Liverpool	Brentford	3	0	H
West Ham	Leeds	2	3	A
Aston Villa	Man United	2	2	D
Man City	Chelsea	1	0	H
Norwich	Everton	2	1	H
Newcastle	Watford	1	1	D
Wolves	Southampton	3	1	H
Brighton	Crystal Palace	1	1	D
West Ham	Norwich	2	0	H
Southampton	Brentford	4	1	H
Man United	Wolves	0	1	A
Chelsea	Liverpool	2	2	D
Everton	Brighton	2	3	A
Brentford	Aston Villa	2	1	H
Leeds	Burnley	3	1	H
Arsenal	Man City	1	2	A
Crystal Palace	West Ham	2	3	A
Watford	Tottenham	0	1	A
Man United	Burnley	3	1	H
Brentford	Man City	0	1	A
Chelsea	Brighton	1	1	D
Leicester	Liverpool	1	0	H
Watford	West Ham	1	4	A
Crystal Palace	Norwich	3	0	H
Southampton	Tottenham	1	1	D
Newcastle	Man United	1	1	D
Brighton	Brentford	2	0	H
Aston Villa	Chelsea	1	3	A
Man City	Leicester	6	3	H
Tottenham	Crystal Palace	3	0	H
West Ham	Southampton	2	3	A
Norwich	Arsenal	0	5	A
Tottenham	Liverpool	2	2	D
Newcastle	Man City	0	4	A
Wolves	Chelsea	0	0	D
Leeds	Arsenal	1	4	A
Liverpool	Newcastle	3	1	H
Chelsea	Everton	1	1	D
Arsenal	West Ham	2	0	H
Brighton	Wolves	0	1	A
Crystal Palace	Southampton	2	2	D
Norwich	Aston Villa	0	2	A
Man City	Leeds	7	0	H
Burnley	West Ham	0	0	D
Leicester	Newcastle	4	0	H
Crystal Palace	Everton	3	1	H
Chelsea	Leeds	3	2	H
Man City	Wolves	1	0	H
Arsenal	Southampton	3	0	H
Liverpool	Aston Villa	1	0	H
Norwich	Man United	0	1	A
Brentford	Watford	2	1	H
Everton	Arsenal	2	1	H
Aston Villa	Leicester	2	1	H
Tottenham	Norwich	3	0	H
Leeds	Brentford	2	2	D
Man United	Crystal Palace	1	0	H
Wolves	Liverpool	0	1	A
West Ham	Chelsea	3	2	H
Newcastle	Burnley	1	0	H
Southampton	Brighton	1	1	D
Watford	Man City	1	3	A
Tottenham	Brentford	2	0	H
Man United	Arsenal	3	2	H
Aston Villa	Man City	1	2	A
West Ham	Brighton	1	1	D
Watford	Chelsea	1	2	A
Everton	Liverpool	1	4	A
Wolves	Burnley	0	0	D
Southampton	Leicester	2	2	D
Newcastle	Norwich	1	1	D
Leeds	Crystal Palace	1	0	H
Brentford	Everton	1	0	H
Leicester	Watford	4	2	H
Chelsea	Man United	1	1	D
Man City	West Ham	2	1	H
Liverpool	Southampton	4	0	H
Brighton	Leeds	0	0	D
Arsenal	Newcastle	2	0	H
Crystal Palace	Aston Villa	1	2	A
Norwich	Wolves	0	0	D
Tottenham	Leeds	2	1	H
Man City	Everton	3	0	H
Burnley	Crystal Palace	3	3	D
Watford	Man United	4	1	H
Liverpool	Arsenal	4	0	H
Wolves	West Ham	1	0	H
Norwich	Southampton	2	1	H
Newcastle	Brentford	3	3	D
Leicester	Chelsea	0	3	A
Aston Villa	Brighton	2	0	H
West Ham	Liverpool	3	2	H
Leeds	Leicester	1	1	D
Everton	Tottenham	0	0	D
Arsenal	Watford	1	0	H
Crystal Palace	Wolves	2	0	H
Brighton	Newcastle	1	1	D
Brentford	Norwich	1	2	A
Man United	Man City	0	2	A
Chelsea	Burnley	1	1	D
Southampton	Aston Villa	1	0	H
Wolves	Everton	2	1	H
Norwich	Leeds	1	2	A
Aston Villa	West Ham	1	4	A
Man City	Crystal Palace	0	2	A
Liverpool	Brighton	2	2	D
Watford	Southampton	0	1	A
Burnley	Brentford	3	1	H
Newcastle	Chelsea	0	3	A
Tottenham	Man United	0	3	A
Leicester	Arsenal	0	2	A
Man United	Liverpool	0	5	A
West Ham	Tottenham	1	0	H
Brentford	Leicester	1	2	A
Brighton	Man City	1	4	A
Crystal Palace	Newcastle	1	1	D
Leeds	Wolves	1	1	D
Everton	Watford	2	5	A
Chelsea	Norwich	7	0	H
Southampton	Burnley	2	2	D
Arsenal	Aston Villa	3	1	H
Arsenal	Crystal Palace	2	2	D
Newcastle	Tottenham	2	3	A
Everton	West Ham	0	1	A
Southampton	Leeds	1	0	H
Leicester	Man United	4	2	H
Norwich	Brighton	0	0	D
Brentford	Chelsea	0	1	A
Aston Villa	Wolves	2	3	A
Watford	Liverpool	0	5	A
Man City	Burnley	2	0	H
Tottenham	Aston Villa	2	1	H
West Ham	Brentford	1	2	A
Liverpool	Man City	2	2	D
Crystal Palace	Leicester	2	2	D
Chelsea	Southampton	3	1	H
Brighton	Arsenal	0	0	D
Leeds	Watford	1	0	H
Burnley	Norwich	0	0	D
Man United	Everton	1	1	D
Wolves	Newcastle	2	1	H
Crystal Palace	Brighton	1	1	D
Arsenal	Tottenham	3	1	H
Southampton	Wolves	0	1	A
Watford	Newcastle	1	1	D
Leicester	Burnley	2	2	D
Everton	Norwich	2	0	H
Leeds	West Ham	1	2	A
Brentford	Liverpool	3	3	D
Man United	Aston Villa	0	1	A
Chelsea	Man City	0	1	A
West Ham	Man United	1	2	A
Brighton	Leicester	2	1	H
Tottenham	Chelsea	0	3	A
Norwich	Watford	1	3	A
Aston Villa	Everton	3	0	H
Liverpool	Crystal Palace	3	0	H
Man City	Southampton	0	0	D
Wolves	Brentford	0	2	A
Burnley	Arsenal	0	1	A
Newcastle	Leeds	1	1	D
Everton	Burnley	3	1	H
Leeds	Liverpool	0	3	A
Crystal Palace	Tottenham	3	0	H
Arsenal	Norwich	1	0	H
Chelsea	Aston Villa	3	0	H
Man United	Newcastle	4	1	H
Southampton	West Ham	0	0	D
Brentford	Brighton	0	1	A
Watford	Wolves	0	2	A
Leicester	Man City	0	1	A
Tottenham	Watford	1	0	H
Wolves	Man United	0	1	A
Burnley	Leeds	1	1	D
Brighton	Everton	0	2	A
Newcastle	Southampton	2	2	D
Man City	Arsenal	5	0	H
West Ham	Crystal Palace	2	2	D
Aston Villa	Brentford	1	1	D
Norwich	Leicester	1	2	A
Liverpool	Chelsea	1	1	D
West Ham	Leicester	4	1	H
Southampton	Man United	1	1	D
Wolves	Tottenham	0	1	A
Arsenal	Chelsea	0	2	A
Brighton	Watford	2	0	H
Liverpool	Burnley	2	0	H
Crystal Palace	Brentford	0	0	D
Aston Villa	Newcastle	2	0	H
Leeds	Everton	2	2	D
Man City	Norwich	5	0	H
Newcastle	West Ham	2	4	A
Tottenham	Man City	1	0	H
Leicester	Wolves	1	0	H
Watford	Aston Villa	3	2	H
Norwich	Liverpool	0	3	A
Everton	Southampton	3	1	H
Man United	Leeds	5	1	H
Burnley	Brighton	1	2	A
Chelsea	Crystal Palace	3	0	H
Brentford	Arsenal	2	0	H
Leicester	Tottenham	2	4	A
West Ham	Southampton	3	0	H
Sheffield United	Burnley	1	0	H
Leeds	West Brom	3	1	H
Arsenal	Brighton	2	0	H
Fulham	Newcastle	0	2	A
Wolves	Man United	1	2	A
Aston Villa	Chelsea	2	1	H
Man City	Everton	5	0	H
Liverpool	Crystal Palace	2	0	H
West Brom	West Ham	1	3	A
Everton	Wolves	1	0	H
Crystal Palace	Arsenal	1	3	A
Burnley	Liverpool	0	3	A
Tottenham	Aston Villa	1	2	A
Newcastle	Sheffield United	1	0	H
Brighton	Man City	3	2	H
Southampton	Leeds	0	2	A
Man United	Fulham	1	1	D
Chelsea	Leicester	2	1	H
West Brom	Liverpool	1	2	A
Tottenham	Wolves	2	0	H
Everton	Sheffield United	0	1	A
Crystal Palace	Aston Villa	3	2	H
Burnley	Leeds	0	4	A
Southampton	Fulham	3	1	H
Brighton	West Ham	1	1	D
Newcastle	Man City	3	4	A
Aston Villa	Everton	0	0	D
Man United	Liverpool	2	4	A
Chelsea	Arsenal	0	1	A
Man United	Leicester	1	2	A
Southampton	Crystal Palace	3	1	H
Fulham	Burnley	0	2	A
Arsenal	West Brom	3	1	H
Wolves	Brighton	2	1	H
Aston Villa	Man United	1	3	A
West Ham	Everton	0	1	A
Leeds	Tottenham	3	1	H
Liverpool	Southampton	2	0	H
Sheffield United	Crystal Palace	0	2	A
Man City	Chelsea	1	2	A
Leicester	Newcastle	2	4	A
Burnley	West Ham	1	2	A
West Brom	Wolves	1	1	D
Tottenham	Sheffield United	4	0	H
Newcastle	Arsenal	0	2	A
Crystal Palace	Man City	0	2	A
Chelsea	Fulham	2	0	H
Brighton	Leeds	2	0	H
Everton	Aston Villa	1	2	A
Southampton	Leicester	1	1	D
Leicester	Crystal Palace	2	1	H
Leeds	Man United	0	0	D
Wolves	Burnley	0	4	A
Aston Villa	West Brom	2	2	D
Liverpool	Newcastle	1	1	D
West Ham	Chelsea	0	1	A
Sheffield United	Brighton	1	0	H
Arsenal	Everton	0	1	A
Leicester	West Brom	3	0	H
Tottenham	Southampton	2	1	H
Aston Villa	Man City	1	2	A
Chelsea	Brighton	0	0	D
Leeds	Liverpool	1	1	D
Arsenal	Fulham	1	1	D
Man United	Burnley	3	1	H
Newcastle	West Ham	3	2	H
Wolves	Sheffield United	1	0	H
Everton	Tottenham	2	2	D
Brighton	Everton	0	0	D
West Brom	Southampton	3	0	H
Burnley	Newcastle	1	2	A
Sheffield United	Arsenal	0	3	A
West Ham	Leicester	3	2	H
Tottenham	Man United	1	3	A
Man City	Leeds	1	2	A
Liverpool	Aston Villa	2	1	H
Crystal Palace	Chelsea	1	4	A
Fulham	Wolves	0	1	A
Wolves	West Ham	2	3	A
Everton	Crystal Palace	1	1	D
Southampton	Burnley	3	2	H
Newcastle	Tottenham	2	2	D
Man United	Brighton	2	1	H
Aston Villa	Fulham	3	1	H
Leicester	Man City	0	2	A
Leeds	Sheffield United	2	1	H
Arsenal	Liverpool	0	3	A
Chelsea	West Brom	2	5	A
West Ham	Arsenal	3	3	D
Aston Villa	Tottenham	0	2	A
Brighton	Newcastle	3	0	H
Fulham	Leeds	1	2	A
Wolves	Liverpool	0	1	A
Arsenal	Tottenham	2	1	H
Man United	West Ham	1	0	H
Leicester	Sheffield United	5	0	H
Southampton	Brighton	1	2	A
Crystal Palace	West Brom	1	0	H
Fulham	Man City	0	3	A
Leeds	Chelsea	0	0	D
Everton	Burnley	1	2	A
Newcastle	Aston Villa	1	1	D
Man City	Southampton	5	2	H
Chelsea	Everton	2	0	H
West Ham	Leeds	2	0	H
Tottenham	Crystal Palace	4	1	H
Liverpool	Fulham	0	1	A
Man City	Man United	0	2	A
West Brom	Newcastle	0	0	D
Sheffield United	Southampton	0	2	A
Burnley	Arsenal	1	1	D
Aston Villa	Wolves	0	0	D
Brighton	Leicester	1	2	A
Fulham	Tottenham	0	1	A
West Brom	Everton	0	1	A
Liverpool	Chelsea	0	1	A
Sheffield United	Aston Villa	1	0	H
Burnley	Leicester	1	1	D
Crystal Palace	Man United	0	0	D
Man City	Wolves	4	1	H
Everton	Southampton	1	0	H
Tottenham	Burnley	4	0	H
Chelsea	Man United	0	0	D
Leicester	Arsenal	1	3	A
Crystal Palace	Fulham	0	0	D
Sheffield United	Liverpool	0	2	A
Leeds	Aston Villa	0	1	A
Man City	West Ham	2	1	H
West Brom	Brighton	1	0	H
Newcastle	Wolves	1	1	D
Leeds	Southampton	3	0	H
Brighton	Crystal Palace	1	2	A
Man United	Newcastle	3	1	H
Aston Villa	Leicester	1	2	A
West Ham	Tottenham	2	1	H
Arsenal	Man City	0	1	A
Burnley	West Brom	0	0	D
Fulham	Sheffield United	1	0	H
Liverpool	Everton	0	2	A
Southampton	Chelsea	1	1	D
Wolves	Leeds	1	0	H
Everton	Man City	1	3	A
Burnley	Fulham	1	1	D
Chelsea	Newcastle	2	0	H
West Ham	Sheffield United	3	0	H
West Brom	Man United	1	1	D
Southampton	Wolves	1	2	A
Arsenal	Leeds	4	2	H
Everton	Fulham	0	2	A
Man City	Tottenham	3	0	H
Brighton	Aston Villa	0	0	D
Leicester	Liverpool	3	1	H
Crystal Palace	Burnley	0	3	A
Leeds	Crystal Palace	2	0	H
Wolves	Leicester	0	0	D
Tottenham	West Brom	2	0	H
Sheffield United	Chelsea	1	2	A
Liverpool	Man City	1	4	A
Burnley	Brighton	1	1	D
Aston Villa	Arsenal	1	0	H
Newcastle	Southampton	3	2	H
Man United	Everton	3	3	D
Fulham	West Ham	0	0	D
Tottenham	Chelsea	0	1	A
Aston Villa	West Ham	1	3	A
Fulham	Leicester	0	2	A
Leeds	Everton	1	2	A
Burnley	Man City	0	2	A
Liverpool	Brighton	0	1	A
Man United	Southampton	9	0	H
Wolves	Arsenal	2	1	H
Newcastle	Crystal Palace	1	2	A
Sheffield United	West Brom	2	1	H
Leicester	Leeds	1	3	A
Chelsea	Burnley	2	0	H
Brighton	Tottenham	1	0	H
West Ham	Liverpool	1	3	A
Everton	Newcastle	0	2	A
Man City	Sheffield United	1	0	H
Crystal Palace	Wolves	1	0	H
Arsenal	Man United	0	0	D
Southampton	Aston Villa	0	1	A
West Brom	Fulham	2	2	D
Tottenham	Liverpool	1	3	A
Chelsea	Wolves	0	0	D
Man United	Sheffield United	1	2	A
Everton	Leicester	1	1	D
Burnley	Aston Villa	3	2	H
Brighton	Fulham	0	0	D
Crystal Palace	West Ham	2	3	A
Newcastle	Leeds	1	2	A
Southampton	Arsenal	1	3	A
West Brom	Man City	0	5	A
Aston Villa	Newcastle	2	0	H
Liverpool	Burnley	0	1	A
Man City	Aston Villa	2	0	H
Fulham	Man United	1	2	A
West Ham	West Brom	2	1	H
Leicester	Chelsea	2	0	H
Arsenal	Newcastle	3	0	H
Liverpool	Man United	0	0	D
Sheffield United	Tottenham	1	3	A
Man City	Crystal Palace	4	0	H
Fulham	Chelsea	0	1	A
Wolves	West Brom	2	3	A
West Ham	Burnley	1	0	H
Leeds	Brighton	0	1	A
Leicester	Southampton	2	0	H
Arsenal	Crystal Palace	0	0	D
Tottenham	Fulham	1	1	D
Man City	Brighton	1	0	H
Sheffield United	Newcastle	1	0	H
Wolves	Everton	1	2	A
Burnley	Man United	0	1	A
Southampton	Liverpool	1	0	H
Newcastle	Leicester	1	2	A
Chelsea	Man City	1	3	A
Tottenham	Leeds	3	0	H
Brighton	Wolves	3	3	D
Crystal Palace	Sheffield United	2	0	H
West Brom	Arsenal	0	4	A
Man United	Aston Villa	2	1	H
Everton	West Ham	0	1	A
Newcastle	Liverpool	0	0	D
Southampton	West Ham	0	0	D
Burnley	Sheffield United	1	0	H
Man United	Wolves	1	0	H
West Brom	Leeds	0	5	A
Brighton	Arsenal	0	1	A
Chelsea	Aston Villa	1	1	D
Crystal Palace	Leicester	1	1	D
West Ham	Brighton	2	2	D
Liverpool	West Brom	1	1	D
Leeds	Burnley	1	0	H
Wolves	Tottenham	1	1	D
Leicester	Man United	2	2	D
Man City	Newcastle	2	0	H
Aston Villa	Crystal Palace	3	0	H
Sheffield United	Everton	0	1	A
Fulham	Southampton	0	0	D
Arsenal	Chelsea	3	1	H
Burnley	Wolves	2	1	H
Chelsea	West Ham	3	0	H
Tottenham	Leicester	0	2	A
Brighton	Sheffield United	1	1	D
Man United	Leeds	6	2	H
West Brom	Aston Villa	0	3	A
Everton	Arsenal	2	1	H
Newcastle	Fulham	1	1	D
Southampton	Man City	0	1	A
Crystal Palace	Liverpool	0	7	A
Aston Villa	Burnley	0	0	D
Sheffield United	Man United	2	3	A
Leicester	Everton	0	2	A
West Ham	Crystal Palace	1	1	D
Liverpool	Tottenham	2	1	H
Fulham	Brighton	0	0	D
Arsenal	Southampton	1	1	D
Leeds	Newcastle	5	2	H
Man City	West Brom	1	1	D
Wolves	Chelsea	2	1	H
Crystal Palace	Tottenham	1	1	D
Leicester	Brighton	3	0	H
Southampton	Sheffield United	3	0	H
Fulham	Liverpool	1	1	D
Arsenal	Burnley	0	1	A
Everton	Chelsea	1	0	H
Man United	Man City	0	0	D
Newcastle	West Brom	2	1	H
Wolves	Aston Villa	0	1	A
Leeds	West Ham	1	2	A
Brighton	Southampton	1	2	A
Liverpool	Wolves	4	0	H
